# run=2026-09-24_0754  universe=1144  cache_hit=47.6%  price_stale=1072/1144  fetch_failed=10/1144
ready_to_buy_score,ticker,price,target_upside,quality_flag,cyclicality,cyclical_driver,cycle_position,cycle_reason,turn_state,turn_persist,trailingPE,forwardPE,peg,pe_delta,eps_rev_90d,eps_rev_30d,rev_accel,rsi14,pct_change_1d,pct_change_5d,pct_change_1mo,dist_from_ath,pct_from_52wk_high,pct_from_52wk_low,pct_from_ma50,close_vs_range,recent_action,gap_pct,intraday_range_pct,trend_3d,days_since_5pct_move,last_5pct_direction,price_above_ma50,sector,vol_1d,vol_10d_avg,vol_3mo_avg,vol_vs_10d_avg,vol_vs_3mo_avg,vol_event,vol_event_read,volume_trend,vol_spike_tag,days_since_vol_spike,last_vol_spike_direction,last_vol_spike_magnitude,vol_spike_recent,rtb_b4,rtb_b2,rtb_b3,rtb_b1,rtb_b5,rtb_b1_confirm,rtb_b1_ma50,rtb_b1_5d,rtb_b1_1mo,rtb_b1_combo,rtb_quality_pts,rtb_cycle_pts,rtb_f1_timing,rtb_f2_estimates,rtb_f3_ath,rtb_f4_targets,rtb_f5_trend,rtb_f6_volume,rtb_f7_cycle,div_yield,total_return_potential,near_target,payout_ratio,ex_dividend_date,days_since_ex_div,fresh_post_ex_div
12.5,TOST,29.81,30.6%,MEDIUM,MIXED,CAPEX,EARLY,margins expanding + est rising (op_m=7%),FALLING_KNIFE,,37.73,17.18,0.30,20.60,2.28,-0.18,-2.46,32.10,0.0%,-6.4%,-18.6%,-57.4%,-25.0%,33.9%,-9.5%,92.40,FELL-RECOVERED,-0.50,3.76,RISING,40.00,UP,False,Technology,8571217,8354250,10974282,1.03,0.78,NORMAL,normal,0.76,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.58,False,8.0,1.0,11.5,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,1.0,11.5,3.0,,,8.0,,30.6%,False,0.00,,,False
12.2,GLPI,39.25,34.0%,MEDIUM,MIXED,RATE,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,11.41,11.79,,-0.40,0.04,0.79,0.75,28.80,-1.1%,-3.4%,-9.9%,-28.8%,-21.4%,0.1%,-8.7%,6.70,GRINDING-DOWN,0.20,1.52,MIXED,,,False,Real Estate,2615105,3715850,2918061,0.70,0.90,LIGHT,light-dip,1.27,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.13,False,8.0,0.8,11.4,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,0.8,11.4,3.0,,,8.0,8.05,42.1%,False,0.92,2026-09-10,14.00,False
12.1,JKHY,148.33,28.3%,HIGH,MIXED,CAPEX,MID,margins expanding + est rising (op_m=23%),FALLING_KNIFE,,21.56,18.89,,2.70,2.20,2.01,-0.19,36.50,-2.1%,-3.7%,-10.8%,-30.2%,-23.3%,22.5%,-6.1%,39.70,GRINDING-DOWN,-2.12,2.02,FALLING,5.00,DOWN,False,Technology,859974,1253490,1370753,0.69,0.63,LIGHT,light-dip,0.91,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.95,False,10.0,3.2,6.9,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,10.0,0.0,-11.0,3.2,6.9,3.0,,,10.0,1.60,29.8%,False,0.34,2026-09-03,21.00,False
12.0,CPT,98.51,17.9%,MEDIUM,MIXED,RATE,EARLY,estimates rising (no margin trend data),FALLING_KNIFE,,32.51,,,,38.85,0.00,-38.85,21.80,-0.3%,-4.2%,-8.4%,-45.4%,-17.8%,2.1%,-9.0%,2.90,GRINDING-DOWN,-0.09,2.12,FALLING,,,False,Real Estate,400270,1127110,1063362,0.35,0.38,VERY_LIGHT,light-dip,1.06,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.98,False,8.0,20.0,0.0,-11.0,-5.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,20.0,0.0,-5.0,,,8.0,4.28,22.1%,False,1.39,2026-09-29,,False
12.0,G,33.85,24.6%,MEDIUM,MIXED,CAPEX,MID,fwd<trail PE but eps30=0.0 flat/weak → MID,FALLING_KNIFE,,10.13,7.50,1.16,2.60,0.79,0.00,-0.79,40.30,-0.7%,-5.6%,-8.9%,-40.4%,-30.4%,26.1%,-2.4%,42.90,GRINDING-DOWN,-0.82,2.48,FALLING,10.00,DOWN,False,Technology,1472551,2019480,2531901,0.73,0.58,LIGHT,light-dip,0.80,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.62,False,8.0,0.4,11.6,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,0.4,11.6,3.0,,,8.0,2.11,26.7%,False,0.21,2026-09-09,15.00,False
11.9,SAIA,343.85,25.8%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",WATCH,,33.55,24.18,1.49,9.40,-1.00,0.38,1.38,42.90,-1.2%,-2.8%,-5.1%,-45.3%,-30.5%,37.9%,-7.4%,21.40,GRINDING-DOWN,-0.23,3.31,MIXED,14.00,DOWN,False,Industrials,373183,340230,424153,1.10,0.88,NORMAL,normal,0.80,,,,,False,12.0,-0.2,3.1,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,4.0,-6.0,-0.2,3.1,3.0,,,12.0,,25.8%,False,0.00,,,False
11.9,VICI,23.70,35.2%,MEDIUM,CYCLICAL,RATE,MID,fwd<trail PE + healthy margins (op_m=70%) → grower (MID),FALLING_KNIFE,,9.19,7.93,,1.30,1.87,1.87,0.00,27.70,-1.5%,-4.3%,-10.6%,-33.6%,-28.2%,0.0%,-8.6%,0.00,GRINDING-DOWN,-0.83,1.31,MIXED,,,False,Real Estate,12307701,11115660,9750833,1.11,1.26,NORMAL,normal,1.14,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.00,False,-2.0,2.9,0.0,-11.0,22.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,-10.0,-11.0,2.9,0.0,22.0,,,-2.0,7.59,42.8%,False,0.70,2026-09-16,8.00,False
11.8,CG,39.92,45.9%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=27%) → grower (MID),WATCH,,41.58,7.81,,33.80,-2.18,0.03,2.21,28.60,-2.3%,-3.6%,-19.1%,-42.9%,-40.7%,1.9%,-13.7%,10.70,GRINDING-DOWN,-2.52,2.10,MIXED,27.00,UP,False,Financial Services,2598617,3864040,3589310,0.67,0.72,LIGHT,light-dip,1.08,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.78,False,8.0,-1.1,13.9,-9.0,0.0,3.0,-4.0,-3.0,-5.0,0.0,8.0,0.0,-9.0,-1.1,13.9,0.0,,,8.0,3.51,49.4%,False,1.46,2026-09-29,,False
11.8,MSI,460.44,14.4%,MEDIUM,MIXED,CAPEX,EARLY,fwd<trail PE + healthy margins (op_m=27%) → grower (EARLY),WATCH,,36.23,23.70,2.01,12.50,4.92,0.37,-4.55,46.40,-0.2%,-1.8%,-4.2%,-9.3%,-7.0%,28.1%,1.3%,47.40,GRINDING-DOWN,-0.70,1.89,MIXED,32.00,UP,True,Technology,811019,945740,1036982,0.86,0.78,NORMAL,normal,0.91,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.68,False,8.0,3.0,2.8,3.0,-5.0,3.0,4.0,0.0,-4.0,0.0,8.0,0.0,3.0,3.0,2.8,-5.0,,,8.0,1.03,15.5%,False,0.37,2026-09-15,9.00,False
11.7,ABNB,149.58,23.2%,HIGH,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,34.15,24.18,1.54,10.00,3.23,1.04,-2.19,27.00,-10.3%,-11.1%,-20.1%,-29.6%,-22.7%,35.0%,-10.7%,5.20,DISTRIBUTION,-4.39,7.49,MIXED,0.00,DOWN,False,Consumer Cyclical,13659055,4974300,4358428,2.75,3.13,MAJOR_EVENT,MAJOR-DOWN,1.14,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,3.14,False,14.0,2.8,2.9,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,10.0,4.0,-11.0,2.8,2.9,3.0,,,14.0,,23.2%,False,0.00,,,False
11.7,NWSA,28.12,28.6%,MEDIUM,MIXED,ECONOMIC,EARLY,margins expanding + est rising (op_m=13%),FALLING_KNIFE,,28.40,18.60,,9.80,3.73,2.59,-1.14,34.70,-5.3%,-7.6%,-7.4%,-11.2%,-11.2%,26.7%,-3.7%,5.70,DISTRIBUTION,-2.32,3.73,FALLING,0.00,DOWN,False,Communication Services,8725275,5044490,4658948,1.73,1.87,HIGH,HIGH-DOWN,1.08,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.88,False,8.0,4.6,7.1,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,4.6,7.1,3.0,,,8.0,0.71,29.3%,False,0.19,2026-09-08,16.00,False
11.6,NWG,17.91,22.3%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=53%) → grower (MID),FALLING_KNIFE,,8.96,8.15,1.47,0.80,-1.20,1.15,2.35,40.80,-5.5%,-3.8%,-3.8%,-7.8%,-7.8%,32.1%,-3.5%,0.00,GRINDING-DOWN,-4.27,1.51,MIXED,0.00,DOWN,False,Financial Services,3348455,3065060,3948690,1.09,0.85,NORMAL,normal,0.78,,,,,False,8.0,0.5,10.1,-10.0,3.0,3.0,-6.0,-3.0,-4.0,0.0,8.0,0.0,-10.0,0.5,10.1,3.0,,,8.0,1.95,24.3%,False,0.44,2026-08-13,42.00,False
11.6,IEX,229.67,11.4%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,fwd<trail PE + healthy margins (op_m=22%) → grower (EARLY),WATCH,,32.49,23.86,1.72,8.60,4.29,1.20,-3.09,55.40,3.2%,3.1%,-2.0%,-6.8%,-5.8%,45.2%,0.4%,88.00,NORMAL,0.89,3.40,MIXED,100.00,UP,True,Industrials,593203,590430,660147,1.00,0.90,NORMAL,normal,0.89,,3.00,UP,1.61,True,12.0,3.5,2.1,6.0,-12.0,3.0,4.0,3.0,-4.0,0.0,8.0,4.0,6.0,3.5,2.1,-12.0,,,12.0,1.25,12.7%,False,0.52,2026-10-01,,False
11.3,RELX,33.22,59.7%,MEDIUM,CYCLICAL,ECONOMIC,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,19.89,15.38,,4.50,-0.40,1.55,1.95,40.90,-0.6%,-2.9%,-7.5%,-41.0%,-30.7%,20.5%,-5.1%,47.70,GRINDING-DOWN,-0.84,1.32,MIXED,6.00,UP,False,Industrials,1600985,2293010,2537085,0.70,0.63,LIGHT,light-dip,0.90,DISTRIB-CONFIRMED-RECENTLY,8.00,DOWN,1.97,False,-2.0,1.3,0.0,-8.0,20.0,3.0,-6.0,0.0,-5.0,0.0,8.0,-10.0,-8.0,1.3,0.0,20.0,,,-2.0,2.07,61.8%,False,0.53,2026-08-06,49.00,False
11.2,ABT,103.49,16.2%,MEDIUM,DEFENSIVE,,MID,"margins expanding, estimates not yet moving",EARLY_TURN,,33.49,17.06,,16.40,0.10,0.03,-0.07,41.50,0.5%,1.4%,-11.3%,-27.4%,-23.6%,26.3%,-2.8%,50.30,NORMAL,1.20,1.59,RISING,47.00,UP,False,Healthcare,12183758,9585300,11095978,1.27,1.10,ELEVATED,ELEVATED-CHURN,0.86,,3.00,UP,2.44,True,8.0,0.1,8.1,0.0,-5.0,6.0,-4.0,3.0,-5.0,0.0,8.0,0.0,0.0,0.1,8.1,-5.0,,,8.0,2.40,18.6%,False,0.79,2026-10-14,,False
11.0,CMC,64.66,24.8%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,12.22,8.86,,3.40,5.42,0.15,-5.27,41.70,1.1%,-0.8%,-2.5%,-23.8%,-23.8%,21.8%,-5.7%,53.50,NORMAL,0.56,2.20,MIXED,59.00,DOWN,False,Industrials,670219,1186790,1204314,0.56,0.56,LIGHT,light-dip,0.98,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.66,False,12.0,3.0,0.0,-7.0,3.0,3.0,-6.0,0.0,-4.0,0.0,8.0,4.0,-7.0,3.0,0.0,3.0,,,12.0,1.14,26.0%,False,0.14,2026-07-05,81.00,False
10.9,MUSA,506.24,22.0%,MEDIUM,MIXED,ECONOMIC,EARLY,estimates rising (no margin trend data),FALLING_KNIFE,,15.49,16.50,,-1.00,4.61,0.00,-4.61,38.80,-0.5%,-3.8%,-11.1%,-20.4%,-20.4%,44.7%,-9.6%,14.40,GRINDING-DOWN,0.77,2.40,FALLING,30.00,UP,False,Consumer Cyclical,292874,300140,300417,0.98,0.97,NORMAL,normal,1.00,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.59,True,8.0,2.5,8.4,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,2.5,8.4,3.0,,,8.0,0.48,22.5%,False,0.07,2026-08-23,32.00,False
10.8,LLY,1150.99,15.2%,MEDIUM,MIXED,ECONOMIC,MID,margins expanding + est rising (op_m=54%),FUNDAMENTALS_READY_PRICE_FALLING,,38.61,24.31,1.16,14.30,6.94,0.65,-6.29,46.80,-1.2%,1.3%,-8.3%,-11.0%,-11.0%,61.6%,-2.1%,11.70,NORMAL,0.84,3.73,MIXED,60.00,UP,False,Healthcare,2152646,2243770,2817953,0.96,0.76,NORMAL,normal,0.80,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.61,True,8.0,4.4,6.4,-3.0,-5.0,3.0,-4.0,3.0,-5.0,0.0,8.0,0.0,-3.0,4.4,6.4,-5.0,,,8.0,0.56,15.7%,False,0.22,2026-08-13,42.00,False
10.8,ZBRA,371.02,10.9%,MEDIUM,MIXED,CAPEX,LATE,fwd<trail PE + eps30=-0.2<0 → LATE,WATCH,CONFIRMED-1d (holding),34.01,16.71,0.61,17.30,7.21,-0.24,-7.45,63.70,5.8%,8.2%,0.7%,-39.7%,-3.9%,86.4%,11.3%,72.80,NORMAL,3.46,3.89,RISING,0.00,UP,True,Technology,647626,612550,848816,1.06,0.76,NORMAL,normal,0.72,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.62,False,-2.0,3.6,11.2,10.0,-12.0,3.0,4.0,3.0,0.0,0.0,8.0,-10.0,10.0,3.6,11.2,-12.0,,,-2.0,,10.9%,False,0.00,,,False
10.6,GMAB,34.75,12.6%,MEDIUM,MIXED,ECONOMIC,LATE,margins contracting + eps30=-4.0<0 → LATE not TROUGH,WATCH,CONFIRMED-5d (holding),27.58,21.86,,5.70,8.47,-4.01,-12.48,64.50,0.2%,1.8%,3.9%,-26.8%,-2.6%,47.1%,9.8%,13.70,GAP-UP-FADED,2.02,3.04,MIXED,58.00,UP,True,Healthcare,2509694,2141930,2136486,1.17,1.18,NORMAL,normal,1.00,,,,,False,-2.0,0.5,5.1,12.0,-5.0,3.0,4.0,3.0,2.0,0.0,8.0,-10.0,12.0,0.5,5.1,-5.0,,,-2.0,,12.6%,False,0.00,,,False
10.6,HXL,86.12,28.5%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,43.49,27.53,0.61,16.00,-1.52,0.39,1.91,27.80,-0.9%,-5.7%,-8.2%,-22.9%,-22.9%,42.9%,-12.4%,20.70,GRINDING-DOWN,-1.48,2.64,FALLING,70.00,UP,False,Industrials,740674,975030,951955,0.76,0.78,LIGHT,light-dip,1.02,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.93,True,12.0,-0.4,7.0,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,4.0,-11.0,-0.4,7.0,3.0,,,12.0,0.81,29.3%,False,0.35,2026-08-09,46.00,False
10.5,MDT,89.30,17.4%,MEDIUM,DEFENSIVE,,MID,fwd<trail PE but eps30=0.0 flat/weak → MID,FALLING_KNIFE,,22.00,13.94,1.63,8.10,-0.04,0.03,0.07,43.00,-2.7%,-4.8%,-4.3%,-30.7%,-16.0%,21.8%,0.4%,27.20,GRINDING-DOWN,-1.33,2.84,FALLING,49.00,DOWN,True,Healthcare,10531922,8934260,9078574,1.18,1.16,NORMAL,normal,0.98,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.70,False,8.0,0.0,7.5,0.0,-5.0,3.0,4.0,-3.0,-4.0,0.0,8.0,0.0,0.0,0.0,7.5,-5.0,,,8.0,3.19,20.6%,False,0.70,2026-09-24,0.00,False
10.5,CVNA,63.95,29.7%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=9%),FALLING_KNIFE,,34.76,28.27,,6.50,12.46,1.89,-10.57,38.60,-4.8%,-4.4%,-8.5%,-34.3%,-34.3%,17.4%,-7.6%,62.30,GRINDING-DOWN,-3.38,4.52,MIXED,5.00,DOWN,False,Consumer Cyclical,8560755,7616400,9804756,1.12,0.87,NORMAL,normal,0.78,,,,,False,10.0,8.5,0.0,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,2.0,-11.0,8.5,0.0,3.0,,,10.0,,29.7%,False,0.00,,,False
10.5,TW,100.23,23.4%,HIGH,MIXED,RATE,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,23.92,21.82,1.62,2.10,0.55,0.12,-0.43,41.50,-4.0%,-1.3%,-6.4%,-34.3%,-21.5%,9.6%,-3.0%,22.10,GRINDING-DOWN,-4.13,2.43,MIXED,37.00,DOWN,False,Financial Services,1562033,1302270,1615118,1.20,0.97,NORMAL,normal,0.81,,,,,False,10.0,0.4,5.1,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,10.0,0.0,-8.0,0.4,5.1,3.0,,,10.0,0.52,23.9%,False,0.12,2026-08-31,24.00,False
10.5,WTFC,143.71,25.3%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=46%) → grower (MID),FALLING_KNIFE,,11.54,10.40,1.17,1.10,-0.42,0.07,0.49,26.80,-2.3%,-5.1%,-5.9%,-14.1%,-14.1%,20.1%,-8.0%,5.80,GRINDING-DOWN,-1.69,1.68,FALLING,142.00,DOWN,False,Financial Services,380518,494540,537898,0.77,0.71,LIGHT,light-dip,0.92,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.84,False,8.0,-0.2,10.7,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,-0.2,10.7,3.0,,,8.0,1.46,26.8%,False,0.17,2026-08-05,50.00,False
10.2,TJX,131.59,29.0%,MEDIUM,MIXED,ECONOMIC,MID,fwd<trail PE but eps30=0.9 flat/weak → MID,FUNDAMENTALS_READY_PRICE_FALLING,,24.37,22.79,2.55,1.60,1.03,0.94,-0.09,43.50,0.5%,5.6%,-6.4%,-22.6%,-22.6%,7.2%,-8.9%,70.90,FELL-RECOVERED,-0.71,1.67,RISING,61.00,DOWN,False,Consumer Cyclical,8645931,10058200,6847042,0.86,1.26,NORMAL,normal,1.47,ACCUM-CONFIRMED-RECENTLY,2.00,UP,1.67,True,8.0,1.5,0.7,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,0.0,-3.0,1.5,0.7,3.0,,,8.0,1.38,30.4%,False,0.33,2026-11-11,,False
10.0,HST,22.15,14.2%,MEDIUM,MIXED,RATE,EARLY,estimates rising (no margin trend data),FUNDAMENTALS_READY_PRICE_FALLING,,14.87,20.98,,-6.10,5.56,0.46,-5.10,44.90,-0.7%,0.1%,-4.6%,-13.9%,-13.8%,41.9%,-4.4%,41.90,NORMAL,-0.90,1.94,MIXED,32.00,DOWN,False,Real Estate,7118885,8829860,9307524,0.81,0.77,NORMAL,normal,0.95,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.30,False,8.0,3.4,5.6,-2.0,-5.0,3.0,-4.0,3.0,-4.0,0.0,8.0,0.0,-2.0,3.4,5.6,-5.0,,,8.0,3.61,17.8%,False,0.54,2026-09-29,,False
9.9,TRI,98.45,24.2%,MEDIUM,MIXED,ECONOMIC,MID,fwd<trail PE + healthy margins (op_m=28%) → grower (MID),FUNDAMENTALS_READY_PRICE_FALLING,,25.91,19.34,1.22,6.60,0.58,0.04,-0.54,47.10,3.2%,-4.0%,-6.7%,-54.9%,-40.1%,29.1%,-2.2%,89.40,NORMAL,-0.35,4.24,RISING,2.00,DOWN,False,Industrials,2020373,1704210,1976312,1.19,1.02,NORMAL,normal,0.86,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.03,False,8.0,0.3,7.6,-9.0,3.0,3.0,-4.0,-3.0,-5.0,0.0,8.0,0.0,-9.0,0.3,7.6,3.0,,,8.0,2.58,26.8%,False,0.67,2026-08-18,37.00,False
9.9,FANG,185.65,26.3%,MEDIUM,CYCLICAL,COMMODITY,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,36.33,9.94,,26.40,4.88,3.25,-1.63,35.80,-1.9%,-12.2%,-11.9%,-14.4%,-14.4%,35.5%,-6.9%,45.60,GRINDING-DOWN,-1.85,2.53,FALLING,4.00,DOWN,False,Energy,3377909,4472940,2415653,0.76,1.40,LIGHT,light-dip,1.85,DISTRIB-CONFIRMED-RECENTLY,2.00,DOWN,1.58,False,12.0,5.9,0.0,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,4.0,-11.0,5.9,0.0,3.0,,,12.0,2.29,28.6%,False,0.79,2026-08-12,43.00,False
9.9,ACGL,95.16,17.3%,HIGH,MIXED,RATE,MID,no clear directional signal,FALLING_KNIFE,,7.45,9.76,,-2.30,-1.42,-0.00,1.42,38.30,-0.7%,-1.9%,-4.3%,-18.3%,-11.1%,15.4%,-4.0%,63.90,GRINDING-DOWN,-1.60,2.42,FALLING,,,False,Financial Services,4594832,4413980,2482713,1.04,1.85,NORMAL,normal,1.78,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.93,False,10.0,-0.8,12.7,-7.0,-5.0,3.0,-6.0,0.0,-4.0,0.0,10.0,0.0,-7.0,-0.8,12.7,-5.0,,,10.0,,17.3%,False,0.00,2024-11-17,676.00,False
9.9,KEY,20.24,28.1%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=35%) → grower (MID),FALLING_KNIFE,,11.84,9.48,1.34,2.40,-0.66,0.03,0.69,29.00,-3.0%,-6.7%,-7.4%,-25.5%,-15.9%,22.9%,-9.3%,8.10,GRINDING-DOWN,-1.87,1.83,MIXED,142.00,DOWN,False,Financial Services,13756618,17088870,11632850,0.81,1.18,NORMAL,normal,1.47,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.63,False,8.0,-0.3,10.2,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,-0.3,10.2,3.0,,,8.0,4.05,32.1%,False,0.48,2026-08-31,24.00,False
9.9,GBCI,44.13,28.0%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=44%) → grower (MID),FALLING_KNIFE,,18.09,12.29,1.75,5.80,-1.14,0.00,1.14,28.50,-1.5%,-2.5%,-6.6%,-27.3%,-19.1%,10.6%,-8.7%,22.60,GRINDING-DOWN,-1.67,1.90,MIXED,142.00,DOWN,False,Financial Services,1228551,1099200,1084135,1.12,1.13,NORMAL,normal,1.01,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.69,False,8.0,-0.6,7.5,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,0.0,-8.0,-0.6,7.5,3.0,,,8.0,2.99,31.0%,False,0.68,2026-10-05,,False
9.7,CFG,65.38,24.3%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=35%) → grower (MID),FALLING_KNIFE,,14.22,9.99,1.65,4.20,1.65,0.13,-1.52,29.60,-2.9%,-6.9%,-6.4%,-13.2%,-13.2%,36.3%,-7.9%,5.80,GRINDING-DOWN,-3.50,1.86,MIXED,142.00,DOWN,False,Financial Services,1712990,4059280,4097053,0.42,0.42,VERY_LIGHT,light-dip,0.99,,,,,False,8.0,1.0,8.7,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,1.0,8.7,3.0,,,8.0,2.75,27.1%,False,0.39,2026-07-29,57.00,False
9.7,EPR,56.98,13.5%,MEDIUM,MIXED,RATE,MID,margins expanding + est rising (op_m=54%),FUNDAMENTALS_READY_PRICE_FALLING,,18.15,17.92,,0.20,5.30,2.25,-3.05,33.50,-0.8%,-2.9%,-5.6%,-12.3%,-12.3%,18.4%,-5.9%,14.90,GRINDING-DOWN,0.26,1.53,MIXED,127.00,DOWN,False,Real Estate,317283,1094640,727081,0.29,0.44,VERY_LIGHT,light-dip,1.51,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.69,False,8.0,5.1,7.6,-6.0,-5.0,3.0,-4.0,0.0,-5.0,0.0,8.0,0.0,-6.0,5.1,7.6,-5.0,,,8.0,6.32,19.8%,False,1.15,2026-09-29,,False
9.7,TXRH,164.84,32.0%,MEDIUM,MIXED,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,26.37,21.15,,5.20,1.91,0.19,-1.72,19.40,-0.4%,-2.9%,-19.4%,-23.8%,-23.8%,7.2%,-15.5%,61.50,GRINDING-DOWN,0.01,1.48,FALLING,5.00,DOWN,False,Consumer Cyclical,1495838,1226100,998964,1.22,1.50,ELEVATED,ELEVATED-DOWN,1.23,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.51,False,8.0,1.2,5.5,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,0.0,-8.0,1.2,5.5,3.0,,,8.0,1.74,33.7%,False,0.46,2026-08-31,24.00,False
9.6,VIK,80.30,38.0%,MEDIUM,CYCLICAL,ECONOMIC,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,26.68,18.18,,8.50,1.72,-0.35,-2.07,31.60,-6.7%,-5.6%,-13.5%,-27.1%,-27.1%,42.5%,-15.3%,36.30,DISTRIBUTION,-6.07,2.25,MIXED,0.00,DOWN,False,Consumer Cyclical,5811735,4178530,3211757,1.39,1.81,ELEVATED,ELEVATED-DOWN,1.30,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.81,False,-2.0,0.6,0.0,-11.0,22.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,-10.0,-11.0,0.6,0.0,22.0,,,-2.0,,38.0%,False,0.00,,,False
9.5,VRSN,293.05,10.7%,MEDIUM,MIXED,CAPEX,EARLY,fwd<trail PE + healthy margins (op_m=68%) → grower (EARLY),FALLING_KNIFE,,31.89,26.54,2.21,5.30,4.86,0.95,-3.91,50.90,-4.9%,-1.4%,4.0%,-6.2%,-6.2%,40.3%,2.3%,15.00,GRINDING-DOWN,-2.47,3.46,MIXED,41.00,UP,True,Technology,262161,768270,801836,0.34,0.33,VERY_LIGHT,light-dip,0.96,ACCUM-CONFIRMED-RECENTLY,2.00,UP,1.67,True,8.0,3.5,1.0,9.0,-12.0,3.0,4.0,0.0,2.0,0.0,8.0,0.0,9.0,3.5,1.0,-12.0,,,8.0,1.08,11.8%,False,0.34,2026-08-18,37.00,False
